Classification Name,Classification Code,Time,Time Code,Country Name,Country Code, ,1000000:GROSS DOMESTIC PRODUCT [1000000],9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE [9100000],9020000:ACTUAL INDIVIDUAL CONSUMPTION [9020000],1101000:FOOD AND NON-ALCOHOLIC BEVERAGES [1101000],1101100:FOOD [1101100],1101110:Bread and cereals [1101110],1101120:Meat [1101120],1101130:Fish and seafood [1101130],"1101140:Milk, cheese and eggs [1101140]",1101150:Oils and fats [1101150],1101160:Fruit [1101160],1101170:Vegetables [1101170],"1101180:Sugar, jam, honey, chocolate and confectionery [1101180]",1101190:Food products n.e.c. (Class) [1101190],1101200:NON-ALCOHOLIC BEVERAGES [1101200],"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS [1102000]",1102100:ALCOHOLIC BEVERAGES [1102100],1102200:TOBACCO [1102200],1103000:CLOTHING AND FOOTWEAR [1103000],"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS [9060000]","1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE [1105000]",9080000:ACTUAL HEALTH [9080000],1107000:TRANSPORT [1107000],1107100:PURCHASE OF VEHICLES [1107100],1107300:TRANSPORT SERVICES [1107300],1108000:COMMUNICATION [1108000],9110000:ACTUAL RECREATION AND CULTURE [9110000],9120000:ACTUAL EDUCATION [9120000],1111000:RESTAURANTS AND HOTELS [1111000],9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES [9140000],1113000:NET PURCHASES ABROAD [1113000],9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING [9260000],9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE [9270000],1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT [1300000],1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT [1400000],1500000:GROSS CAPITAL FORMATION [1500000],1501000:GROSS FIXED CAPITAL FORMATION [1501000],1501100:MACHINERY AND EQUIPMENT [1501100],1501200:CONSTRUCTION [1501200],1501300:OTHER PRODUCTS [1501300],1502000:CHANGES IN INVENTORIES [1502000],1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category) [1503000],1600000:BALANCE OF EXPORTS AND IMPORTS [1600000],9250000:DOMESTIC ABSORPTION [9250000],SP.EXCHG.RATE.ICP:Exchange Rate Value [SP.EXCHG.RATE.ICP],SP.POP.TOTL.ICP:Population [SP.POP.TOTL.ICP],SP.POP.TOTL.ICP.ZS:Population shares (World=100) [SP.POP.TOTL.ICP.ZS]
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,United Kingdom,GBR,,2.54,2.669,2.739,1.826,1.771,1.684,1.618,0.973,1.926,1.732,2.121,1.646,4.611,0.643,2.605,2.475,3.909,1.192,3.783,2.096,3.016,2.193,3.008,3.83,2.083,1.824,6.042,2.064,3.294,3.167,-12.986,2.761,2.75,3.106,2.365,2.227,2.278,2.347,1.464,4.008,0.772,2.377,-5.667,2.595,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Latin America & Caribbean (ICP),LCB,,7.694,8.61,8.682,10.623,10.26,9.091,16.924,4.51,10.98,12.268,9.73,5.727,10.36,8.866,14.941,8.393,10.184,6.012,6.793,7.403,10.973,6.135,9.9,7.581,13.946,8.715,5.575,13.892,10.014,7.993,13.476,8.783,9.025,8.409,9.582,5.336,5.338,5.963,5.682,1.855,6.469,-0.153,-8.562,7.849,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Anguilla,AIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,-0.008,0,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Antigua and Barbuda,ATG,,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.183,0.001,0.003,0.002,0.003,0.002,0.002,0.001,0.003,0,0,0,0.026,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Argentina,ARG,,0.868,1.043,1.038,1.072,0.966,0.839,1.93,0.155,1.064,1.964,0.358,0.213,1.634,0.753,2.325,1.789,2.379,0.914,0.538,0.552,1.428,1.119,1.151,0.77,1.77,1.474,0.697,1.426,1.296,1.018,0.154,1.098,1.287,0.95,1.644,0.421,0.407,0.452,0.5,0.021,0.795,0,-3.065,0.901,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Aruba,ABW,,0.003,0.003,0.003,0.002,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0,0.002,0.009,0.005,0,0.004,0.004,0.001,0.005,0.003,0.002,0.002,0.002,0,0.003,0.004,0,0.009,0.003,0.003,0.004,0.001,0.006,0.005,0,0.009,0.003,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,"Bahamas, The",BHS,,0.011,0.011,0.011,0.009,0.009,0.004,0.018,0.027,0.003,0.006,0.006,0.008,0.002,0.011,0.016,0.004,0.007,0,0.006,0.021,0.008,0.005,0.011,0.007,0.009,0.011,0.012,0.009,0.012,0.009,0,0.009,0.014,0.008,0.021,0.013,0.013,0.017,0.015,0,0.011,0.005,-0.091,0.012,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Barbados,BRB,,0.004,0.004,0.004,0.004,0.004,0.004,0.006,0.009,0.006,0.005,0.002,0.003,0.002,0.002,0.003,0.003,0.004,0.001,0.002,0.013,0.003,0.002,0.004,0.001,0.007,0.008,0.003,0.003,0.018,0.003,0.614,0.003,0.004,0.003,0.005,0.003,0.003,0.002,0.003,0.004,0.013,0,-0.088,0.004,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Belize,BLZ,,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.001,0.004,0.004,0.001,0.002,0.003,0.002,0.005,0.001,0.002,0,0.005,0.004,0.005,0.002,0.003,0.001,0.004,0.002,0.002,0.002,0,0.001,0,0.002,0.003,0.001,0.004,0.001,0.002,0.002,0.002,0,-0.002,0,-0.011,0.002,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Bolivia,BOL,,0.079,0.104,0.092,0.192,0.181,0.12,0.312,0.052,0.163,0.185,0.127,0.176,0.364,0.118,0.326,0.05,0.054,0.046,0.046,0.086,0.145,0.052,0.169,0.026,0.429,0.014,0.013,0.063,0.156,0.022,-0.012,0.107,0.063,0.014,0.112,0.053,0.053,0.078,0.039,0.028,0.063,0,-0.447,0.083,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Bonaire,BON,,,0,,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,,0.001,,0.001,0.001,0.001,0.001,,,0,,0,0,,,,,,,,,,,,,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Brazil,BRA,,2.524,2.819,2.844,3.413,3.363,3.106,5.81,1.803,3.701,3.142,2.682,2.174,3.614,1.759,3.985,1.705,1.495,2.061,2.725,2.769,4.228,2.137,2.846,2.32,2.078,2.409,1.353,3.24,3.084,3.187,0,2.788,2.997,2.869,3.146,1.569,1.64,1.688,1.67,0.99,0.155,0,2.582,2.526,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Cayman Islands,CYM,,0.004,0.003,0.003,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.002,0.003,0.001,0.002,0.004,0.003,0.001,0.004,0.004,0.005,0.003,0.003,0.002,0.004,0.005,0,0.003,0.002,0.001,0.003,0.002,0.002,0.002,0.002,0,0,0.003,0.205,0.003,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Chile,CHL,,0.367,0.366,0.384,0.379,0.358,0.352,0.442,0.192,0.374,0.395,0.622,0.256,0.337,0.193,0.628,0.443,0.673,0.251,0.369,0.246,0.492,0.342,0.478,0.361,0.793,0.458,0.374,0.705,0.333,0.343,0.954,0.393,0.382,0.475,0.27,0.333,0.344,0.404,0.315,0.191,0.177,0,0.673,0.365,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Colombia,COL,,0.585,0.687,0.697,0.646,0.655,0.378,0.886,0.268,0.639,0.672,1.668,0.485,0.91,0.207,0.491,0.683,0.661,0.441,0.71,0.549,0.614,0.596,0.44,0.166,0.908,0.596,0.478,1.755,1.332,0.623,-0.979,0.717,0.833,0.643,0.981,0.346,0.366,0.293,0.403,0.197,-0.056,0.012,-2.776,0.618,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Costa Rica,CRI,,0.082,0.093,0.095,0.085,0.081,0.079,0.106,0.031,0.099,0.174,0.051,0.055,0.092,0.07,0.141,0.056,0.071,0.038,0.061,0.086,0.14,0.058,0.084,0.05,0.223,0.207,0.08,0.214,0.114,0.084,0,0.093,0.097,0.109,0.082,0.049,0.051,0.062,0.044,0.034,0.004,0.016,0.032,0.082,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Curaçao,CUW,,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.005,0.003,0.001,0.001,0.001,0.003,0.006,0.008,0.004,0.006,0.005,0.006,0.005,0.006,0.002,0.001,0.004,0.123,0.003,0.004,0.004,0.004,0.005,0.004,0.008,0.002,0.001,0.046,0,-0.118,0.004,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Dominica,DMA,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0,0,0,0,-0.002,0,-0.013,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Dominican Republic,DOM,,0.147,0.167,0.166,0.224,0.215,0.129,0.345,0.032,0.244,0.2,0.538,0.13,0.118,0.144,0.332,0.181,0.265,0.063,0.07,0.273,0.144,0.103,0.15,0.098,0.471,0.149,0.059,0.243,0.207,0.111,0.41,0.16,0.145,0.147,0.145,0.116,0.128,0.079,0.212,0.003,-0.129,0,-0.399,0.151,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Ecuador,ECU,,0.163,0.168,0.168,0.217,0.217,0.189,0.247,0.231,0.261,0.247,0.238,0.077,0.245,0.288,0.216,0.131,0.206,0.029,0.091,0.154,0.3,0.13,0.235,0.088,0.51,0.196,0.089,0.209,0.103,0.161,0.793,0.172,0.151,0.153,0.146,0.163,0.166,0.118,0.242,0.032,0.113,0,-0.137,0.165,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,El Salvador,SLV,,0.045,0.063,0.06,0.112,0.106,0.098,0.096,0.056,0.125,0.071,0.079,0.021,0.073,0.441,0.178,0.03,0.039,0.016,0.053,0.046,0.073,0.037,0.049,0.017,0.102,0.068,0.028,0.047,0.083,0.053,-0.126,0.066,0.052,0.036,0.069,0.029,0.029,0.032,0.034,0.005,0.036,0,-0.716,0.052,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Grenada,GRD,,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.005,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.004,0.002,0.001,0.003,0.002,0.004,0.006,0.001,0.002,0.001,0.001,-0.008,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0,-0.001,0,-0.047,0.002,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Guyana,GUY,,0.006,0.006,0.006,0.008,0.008,0.01,0.008,0.011,0.006,0.011,0.005,0.009,0.006,0.004,0.006,0.006,0.009,0.002,0.003,0.012,0.008,0.003,0.008,0.01,0.012,0.007,0,0.007,0.002,0.004,-0.018,0.006,0.01,0.007,0.014,0.005,0.005,0.006,0.007,0.001,0,0,-0.089,0.007,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Haiti,HTI,,0.017,0.028,0.028,0.083,0.087,0.214,0.055,0.042,0.016,0.184,0.015,0.072,0.062,0.063,0.006,0.019,0.01,0.023,0.032,0.02,0.035,0.009,0.012,0.008,0.01,0.003,0.023,0.029,0.001,0.005,0,0.029,0.014,0.024,0.003,0.015,0.016,0.001,0.033,0,0,0.006,-0.526,0.022,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Honduras,HND,,0.044,0.06,0.056,0.098,0.084,0.087,0.091,0.025,0.116,0.11,0.064,0.046,0.123,0.082,0.277,0.098,0.105,0.085,0.06,0.052,0.049,0.024,0.05,0.031,0.072,0.057,0.039,0.053,0.079,0.033,-0.003,0.06,0.03,0.027,0.032,0.041,0.041,0.053,0.035,0.021,0.045,0,-0.608,0.05,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Jamaica,JAM,,0.024,0.033,0.032,0.044,0.047,0.051,0.041,0.054,0.017,0.028,0.055,0.056,0.035,0.051,0.03,0.016,0.025,0.003,0.027,0.024,0.049,0.028,0.045,0.02,0.069,0.036,0.04,0.033,0.097,0.029,1.956,0.033,0.024,0.022,0.026,0.014,0.014,0.022,0.013,0.002,0.008,0,-0.373,0.026,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Mexico,MEX,,2.066,2.241,2.296,3.193,3.048,2.66,5.243,0.978,3.294,4.234,2.539,1.233,2.103,3.94,4.986,2.667,3.455,1.86,1.295,1.844,2.448,0.979,3.262,3.19,4.32,2.174,1.72,5.06,1.963,1.781,7.668,2.315,2.282,2.345,2.18,1.646,1.532,2.158,1.441,0.204,4.877,0,-3.686,2.126,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Montserrat,MSR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0,0,0,0,0,-0.005,0,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Nicaragua,NIC,,0.032,0.04,0.04,0.059,0.053,0.052,0.074,0.016,0.083,0.057,0.026,0.044,0.038,0.027,0.139,0.035,0.038,0.031,0.028,0.037,0.048,0.038,0.041,0.012,0.081,0.027,0.029,0.06,0.044,0.024,0.104,0.039,0.044,0.045,0.043,0.023,0.023,0.027,0.02,0.016,0.047,0,-0.328,0.036,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Panama,PAN,,0.105,0.095,0.095,0.084,0.083,0.068,0.163,0.102,0.079,0.047,0.032,0.027,0.044,0.142,0.098,0.09,0.158,0.013,0.148,0.146,0.08,0.064,0.166,0.097,0.319,0.126,0.104,0.093,0.129,0.064,2.274,0.087,0.092,0.083,0.102,0.133,0.133,0.078,0.215,0,0.152,0,-0.331,0.108,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Paraguay,PRY,,0.072,0.085,0.082,0.122,0.119,0.102,0.263,0.011,0.177,0.11,0.037,0.025,0.037,0.202,0.159,0.112,0.164,0.029,0.052,0.093,0.212,0.049,0.071,0.038,0.159,0.05,0.036,0.098,0.081,0.051,0,0.085,0.056,0.055,0.057,0.043,0.041,0.042,0.05,0.007,0.113,0,0.28,0.07,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Peru,PER,,0.329,0.36,0.35,0.439,0.439,0.426,0.557,0.291,0.371,0.283,0.497,0.497,0.414,0.3,0.434,0.191,0.29,0.013,0.337,0.155,0.297,0.252,0.489,0.186,1.406,0.476,0.292,0.421,0.762,0.298,0,0.395,0.317,0.25,0.386,0.244,0.255,0.247,0.314,0.072,0.028,0,0.708,0.324,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Sint Maarten,SXM,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0,0,0,0,0.003,0.001,0,0,0,0.002,0.004,0.001,0,0.002,0.003,0.001,0.001,0.001,0,0,0.001,0,0.001,0.002,0.001,0.003,0.001,0.001,0.002,0,0.001,0,0,-0.017,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,St. Kitts and Nevis,KNA,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,0.001,0.001,0.001,0.002,0.001,0.002,0,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.002,0,0,0,-0.027,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,St. Lucia,LCA,,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0,0.001,0.002,0.001,0.001,0,0.001,0.004,0.001,0.006,0.001,0.001,0.001,0.001,0,0,0,0.081,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,St. Vincent and the Grenadines,VCT,,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.002,0.001,0.004,0.002,0.001,0.001,0,0.001,-0.014,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0,-0.027,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Suriname,SUR,,0.008,0.007,0.007,0.011,0.01,0.014,0.011,0.014,0.011,0.022,0.001,0.008,0.006,0.004,0.016,0.004,0.002,0.006,0.004,0.01,0.007,0.008,0.005,0.001,0.004,0.008,0.003,0,0.001,0.006,0,0.007,0.013,0.009,0.018,0.007,0.008,0.02,0.004,0,0.001,-0.195,-0.01,0.008,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Trinidad and Tobago,TTO,,0.031,0.036,0.037,0.028,0.027,0.025,0.028,0.039,0.023,0.032,0.023,0.024,0.019,0.036,0.031,0.008,0.013,0,0.04,0.079,0.036,0.026,0.052,0.027,0.084,0.032,0.042,0.044,0.012,0.016,0.012,0.033,0.027,0.043,0.005,0.015,0.014,0.023,0.012,0.001,0.042,0,0.35,0.029,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Turks and Caicos Islands,TCA,,0.001,0,0,0,0,0,0.001,0.001,0,0,0.001,0,0,0.001,0.001,0,0,0,0.001,0,0.001,0,0.001,0.001,0.002,0,0,0.001,0,0.001,0,0.001,0.001,0,0.002,0.001,0.001,0.001,0.001,0,0,0,0.037,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Uruguay,URY,,0.061,0.071,0.072,0.082,0.08,0.067,0.165,0.043,0.09,0.073,0.054,0.073,0.066,0.008,0.095,0.059,0.042,0.081,0.072,0.096,0.098,0.061,0.049,0.032,0.072,0.098,0.037,0.064,0.088,0.047,-0.608,0.067,0.062,0.073,0.051,0.033,0.037,0.033,0.046,0.015,-0.071,0,0.321,0.06,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,"Virgin Islands, British",VGB,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0,0.001,0,0.001,0.001,0.002,0.001,0.001,0,0.002,0,-0.002,0.001,0,0,0.001,0.001,0.001,0.002,0.001,0.001,-0.002,0,0.077,0.001,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Middle East & North Africa (ICP),MEB,,5.969,5.544,5.626,6.58,6.646,5.268,7.174,6.548,6.687,9.523,6.872,8.752,5.508,3.212,5.58,1.877,0.349,4.721,7.769,9.504,5.616,4.227,5.21,3.254,7.251,8.269,2.267,5.811,3.175,3.416,-18.797,5.34,7.406,5.798,9.298,5.992,5.235,5.054,6.152,2.343,21.54,0.011,20.602,5.848,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Algeria,DZA,,0.4,0.326,0.377,0.586,0.606,0.394,0.507,0.07,0.554,0.906,0.672,1.121,0.396,0.926,0.32,0.143,0.031,0.391,0.252,0.181,0.253,0.215,0.576,0.093,1.869,0.705,0.099,0.592,0.243,0.423,0.254,0.365,0.713,0.836,0.599,0.461,0.41,0.404,0.508,0.111,1.897,0,-3.17,0.439,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Bahrain,BHR,,0.059,0.042,0.043,0.028,0.027,0.019,0.022,0.075,0.037,0.019,0.033,0.025,0.02,0.014,0.042,0.004,0,0.011,0.046,0.056,0.069,0.026,0.054,0.048,0.021,0.058,0.038,0.048,0.028,0.017,-1.337,0.042,0.071,0.05,0.097,0.078,0.071,0.053,0.111,0.001,0.213,,0.497,0.055,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Djibouti,DJI,,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.009,0.005,0.006,0.004,0.009,0.002,0.003,0.006,0.021,0.012,0.048,0.007,0.008,0.007,0.004,0.007,0.005,0.009,0.005,0.003,0.003,0.004,0.003,0.191,0.005,0.003,0.003,0.003,0.005,0.005,0.009,0.003,0.002,-0.009,0,-0.05,0.005,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,"Egypt, Arab Rep.",EGY,,1.057,1.643,1.558,2.359,2.433,1.452,2.648,2.999,2.483,3.61,2.124,4.142,1.927,0.673,1.275,0.706,0.001,2.106,1.908,3.061,1.357,1.586,1.005,0.333,2.428,2.125,0.448,1.232,0.614,0.831,1.715,1.561,0.747,0.739,0.77,0.335,0.338,0.386,0.408,0.032,0.319,0,-4.94,1.113,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,"Iran, Islamic Rep.",IRN,,1.086,0.898,0.869,0.755,0.774,1.076,0.693,0.338,0.953,0.847,0.829,0.69,0.582,0.296,0.476,0.061,0,0.133,2.726,1.644,0.379,0.775,0.495,0.147,0.603,2.325,0.169,0.436,0.098,0.701,-4.769,0.812,1.525,0.553,2.669,1.189,0.65,0.461,1.086,0.002,11.619,,2.036,1.07,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Iraq,IRQ,,0.308,0.317,0.308,0.46,0.467,0.4,0.435,0.278,0.467,0.521,0.515,0.804,0.465,0.12,0.348,0.039,0.001,0.106,0.436,0.66,0.381,0.153,0.357,0.401,0.268,0.219,0.06,0.317,0.05,0.089,,0.3,0.311,0.231,0.405,0.201,0.201,0.285,0.207,0.013,0.228,,2.475,0.284,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Israel,ISR,,0.284,0.255,0.27,0.268,0.256,0.207,0.292,0.165,0.238,0.328,0.585,0.223,0.178,0.16,0.407,0.237,0.184,0.25,0.17,0.238,0.343,0.164,0.368,0.243,0.581,0.377,0.278,0.376,0.252,0.289,0.724,0.26,0.385,0.358,0.414,0.269,0.274,0.266,0.19,0.451,0.21,0,0.721,0.28,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Jordan,JOR,,0.081,0.117,0.111,0.119,0.114,0.104,0.098,0.031,0.138,0.196,0.092,0.131,0.167,0.11,0.198,0.098,0.001,0.269,0.097,0.185,0.105,0.057,0.122,0.081,0.118,0.074,0.036,0.098,0.045,0.087,-1.493,0.105,0.104,0.061,0.154,0.055,0.056,0.021,0.086,0.032,0.042,,-1.51,0.099,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Kuwait,KWT,,0.167,0.123,0.132,0.074,0.073,0.056,0.099,0.143,0.071,0.074,0.052,0.059,0.052,0.053,0.096,0.014,,0.04,0.142,0.157,0.224,0.074,0.079,0.034,0.075,0.096,0.083,0.133,0.037,0.05,-10.813,0.135,0.24,0.181,0.315,0.231,0.241,0.003,0.232,0.525,0.068,,0.484,0.165,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Malta,MLT,,0.016,0.012,0.013,0.01,0.009,0.009,0.01,0.009,0.008,0.01,0.009,0.008,0.014,0.005,0.021,0.02,0.017,0.016,0.012,0.01,0.018,0.014,0.014,0.012,0.012,0.017,0.023,0.011,0.045,0.016,0.962,0.012,0.017,0.019,0.014,0.013,0.014,0.016,0.011,0.014,-0.019,0.011,0.474,0.013,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Morocco,MAR,,0.221,0.222,0.218,0.411,0.416,0.41,0.447,0.223,0.345,1.514,0.513,0.259,0.389,0.084,0.338,0.167,0.038,0.415,0.243,0.304,0.248,0.086,0.234,0.145,0.334,0.184,0.085,0.239,0.228,0.154,4.479,0.214,0.25,0.179,0.33,0.285,0.266,0.24,0.294,0.161,0.675,0,-1.825,0.244,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Oman,OMN,,0.114,0.083,0.087,0.106,0.104,0.077,0.125,0.187,0.122,0.081,0.12,0.088,0.072,0.043,0.144,0.003,0.001,0.007,0.121,0.105,0.07,0.045,0.156,0.218,0.041,0.116,0.034,0.103,0.067,0.041,-0.425,0.082,0.172,0.114,0.243,0.146,0.153,0.044,0.252,0.088,0.015,,0.349,0.112,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Qatar,QAT,,0.217,0.08,0.088,0.053,0.053,0.036,0.056,0.105,0.056,0.052,0.058,0.063,0.045,0.02,0.048,0.021,0.013,0.03,0.054,0.092,0.096,0.066,0.19,0.131,0.292,0.068,0.17,0.067,0.105,0.071,,0.079,0.204,0.14,0.284,0.473,0.5,0.486,0.586,0.202,,,3.998,0.185,,,
"Share of global expenditure, PPP-based (World = 100%)",PP.CD.ZS,2017,YR2017,Saudi Arabia,SAU,,1.31,0.96,1.058,0.884,0.861,0.651,1.371,1.394,0.723,0.768,0.685,0.631,0.601,0.463,1.202,0.145,,0.401,1.085,2.076,1.432,0.559,1.04,0.858,0.265,1.264,0.424,1.641,0.852,0.367,-8.326,0.921,2.054,1.679,2.484,1.535,1.371,1.774,1.265,0.559,4.864,,6.61,1.258,,,
